STNAME	CTYNAME	CENSUS2010POP
Ohio	Adams	28550
Ohio	Allen	106331
Ohio	Ashland	53139
Ohio	Ashtabula	101497
Ohio	Athens	64757
Ohio	Auglaize	45949
Ohio	Belmont	70400
Ohio	Brown	44846
Ohio	Butler	368130
Ohio	Carroll	28836
Ohio	Champaign	40097
Ohio	Clark	138333
Ohio	Clermont	197363
Ohio	Clinton	42040
Ohio	Columbiana	107841
Ohio	Coshocton	36901
Ohio	Crawford	43784
Ohio	Cuyahoga	1280122
Ohio	Darke	52959
Ohio	Defiance	39037
Ohio	Delaware	174214
Ohio	Erie	77079
Ohio	Fairfield	146156
Ohio	Fayette	29030
Ohio	Franklin	1163414
Ohio	Fulton	42698
Ohio	Gallia	30934
Ohio	Geauga	93389
Ohio	Greene	161573
Ohio	Guernsey	40087
Ohio	Hamilton	802374
Ohio	Hancock	74782
Ohio	Hardin	32058
Ohio	Harrison	15864
Ohio	Henry	28215
Ohio	Highland	43589
Ohio	Hocking	29380
Ohio	Holmes	42366
Ohio	Huron	59626
Ohio	Jackson	33225
Ohio	Jefferson	69709
Ohio	Knox	60921
Ohio	Lake	230041
Ohio	Lawrence	62450
Ohio	Licking	166492
Ohio	Logan	45858
Ohio	Lorain	301356
Ohio	Lucas	441815
Ohio	Madison	43435
Ohio	Mahoning	238823
Ohio	Marion	66501
Ohio	Medina	172332
Ohio	Meigs	23770
Ohio	Mercer	40814
Ohio	Miami	102506
Ohio	Monroe	14642
Ohio	Montgomery	535153
Ohio	Morgan	15054
Ohio	Morrow	34827
Ohio	Muskingum	86074
Ohio	Noble	14645
Ohio	Ottawa	41428
Ohio	Paulding	19614
Ohio	Perry	36058
Ohio	Pickaway	55698
Ohio	Pike	28709
Ohio	Portage	161419
Ohio	Preble	42270
Ohio	Putnam	34499
Ohio	Richland	124475
Ohio	Ross	78064
Ohio	Sandusky	60944
Ohio	Scioto	79499
Ohio	Seneca	56745
Ohio	Shelby	49423
Ohio	Stark	375586
Ohio	Summit	541781
Ohio	Trumbull	210312
Ohio	Tuscarawas	92582
Ohio	Union	52300
Ohio	Van Wert	28744
Ohio	Vinton	13435
Ohio	Warren	212693
Ohio	Washington	61778
Ohio	Wayne	114520
Ohio	Williams	37642
Ohio	Wood	125488
Ohio	Wyandot	22615
Oklahoma	Oklahoma	3751351
Oklahoma	Adair	22683
Oklahoma	Alfalfa	5642
Oklahoma	Atoka	14182
Oklahoma	Beaver	5636
Oklahoma	Beckham	22119
Oklahoma	Blaine	11943
Oklahoma	Bryan	42416
Oklahoma	Caddo	29600
Oklahoma	Canadian	115541
Oklahoma	Carter	47557
Oklahoma	Cherokee	46987
Oklahoma	Choctaw	15205
Oklahoma	Cimarron	2475
Oklahoma	Cleveland	255755
Oklahoma	Coal	5925
Oklahoma	Comanche	124098
Oklahoma	Cotton	6193
Oklahoma	Craig	15029
Oklahoma	Creek	69967
Oklahoma	Custer	27469
Oklahoma	Delaware	41487
Oklahoma	Dewey	4810
Oklahoma	Ellis	4151
Oklahoma	Garfield	60580
Oklahoma	Garvin	27576
Oklahoma	Grady	52431
Oklahoma	Grant	4527
Oklahoma	Greer	6239
Oklahoma	Harmon	2922
Oklahoma	Harper	3685
Oklahoma	Haskell	12769
Oklahoma	Hughes	14003
Oklahoma	Jackson	26446
Oklahoma	Jefferson	6472
Oklahoma	Johnston	10957
Oklahoma	Kay	46562
Oklahoma	Kingfisher	15034
Oklahoma	Kiowa	9446
Oklahoma	Latimer	11154
Oklahoma	Le Flore	50384
Oklahoma	Lincoln	34273
Oklahoma	Logan	41848
Oklahoma	Love	9423
Oklahoma	McClain	34506
Oklahoma	McCurtain	33151
Oklahoma	McIntosh	20252
Oklahoma	Major	7527
Oklahoma	Marshall	15840
Oklahoma	Mayes	41259
Oklahoma	Murray	13488
Oklahoma	Muskogee	70990
Oklahoma	Noble	11561
Oklahoma	Nowata	10536
Oklahoma	Okfuskee	12191
Oklahoma	Oklahoma	718633
Oklahoma	Okmulgee	40069
Oklahoma	Osage	47472
Oklahoma	Ottawa	31848
Oklahoma	Pawnee	16577
Oklahoma	Payne	77350
Oklahoma	Pittsburg	45837
Oklahoma	Pontotoc	37492
Oklahoma	Pottawatomie	69442
Oklahoma	Pushmataha	11572
Oklahoma	Roger Mills	3647
Oklahoma	Rogers	86905
Oklahoma	Seminole	25482
Oklahoma	Sequoyah	42391
Oklahoma	Stephens	45048
Oklahoma	Texas	20640
Oklahoma	Tillman	7992
Oklahoma	Tulsa	603403
Oklahoma	Wagoner	73085
Oklahoma	Washington	50976
Oklahoma	Washita	11629
Oklahoma	Woods	8878
Oklahoma	Woodward	20081
Oregon	Oregon	3831074
Oregon	Baker	16134
Oregon	Benton	85579
Oregon	Clackamas	375992
Oregon	Clatsop	37039
Oregon	Columbia	49351
Oregon	Coos	63043
Oregon	Crook	20978
Oregon	Curry	22364
Oregon	Deschutes	157733
Oregon	Douglas	107667
Oregon	Gilliam	1871
Oregon	Grant	7445
Oregon	Harney	7422
Oregon	Hood River	22346
Oregon	Jackson	203206
Oregon	Jefferson	21720
Oregon	Josephine	82713
Oregon	Klamath	66380
Oregon	Lake	7895
Oregon	Lane	351715
Oregon	Lincoln	46034
Oregon	Linn	116672
Oregon	Malheur	31313
Oregon	Marion	315335
Oregon	Morrow	11173
Oregon	Multnomah	735334
Oregon	Polk	75403
Oregon	Sherman	1765
Oregon	Tillamook	25250
Oregon	Umatilla	75889
Oregon	Union	25748
Oregon	Wallowa	7008
Oregon	Wasco	25213
Oregon	Washington	529710
Oregon	Wheeler	1441
Oregon	Yamhill	99193
Pennsylvania	Pennsylvania	12702379
Pennsylvania	Adams	101407
Pennsylvania	Allegheny	1223348
Pennsylvania	Armstrong	68941
Pennsylvania	Beaver	170539
Pennsylvania	Bedford	49762
Pennsylvania	Berks	411442
Pennsylvania	Blair	127089
Pennsylvania	Bradford	62622
Pennsylvania	Bucks	625249
Pennsylvania	Butler	183862
Pennsylvania	Cambria	143679
Pennsylvania	Cameron	5085
Pennsylvania	Carbon	65249
Pennsylvania	Centre	153990
Pennsylvania	Chester	498886
Pennsylvania	Clarion	39988
Pennsylvania	Clearfield	81642
Pennsylvania	Clinton	39238
Pennsylvania	Columbia	67295
Pennsylvania	Crawford	88765
Pennsylvania	Cumberland	235406
Pennsylvania	Dauphin	268100
Pennsylvania	Delaware	558979
Pennsylvania	Elk	31946
Pennsylvania	Erie	280566
Pennsylvania	Fayette	136606
Pennsylvania	Forest	7716
Pennsylvania	Franklin	149618
Pennsylvania	Fulton	14845
Pennsylvania	Greene	38686
Pennsylvania	Huntingdon	45913
Pennsylvania	Indiana	88880
Pennsylvania	Jefferson	45200
Pennsylvania	Juniata	24636
Pennsylvania	Lackawanna	214437
Pennsylvania	Lancaster	519445
Pennsylvania	Lawrence	91108
Pennsylvania	Lebanon	133568
Pennsylvania	Lehigh	349497
Pennsylvania	Luzerne	320918
Pennsylvania	Lycoming	116111
Pennsylvania	McKean	43450
Pennsylvania	Mercer	116638
Pennsylvania	Mifflin	46682
Pennsylvania	Monroe	169842
Pennsylvania	Montgomery	799874
Pennsylvania	Montour	18267
Pennsylvania	Northampton	297735
Pennsylvania	Northumberland	94528
Pennsylvania	Perry	45969
Pennsylvania	Philadelphia	1526006
Pennsylvania	Pike	57369
Pennsylvania	Potter	17457
Pennsylvania	Schuylkill	148289
Pennsylvania	Snyder	39702
Pennsylvania	Somerset	77742
Pennsylvania	Sullivan	6428
Pennsylvania	Susquehanna	43356
Pennsylvania	Tioga	41981
Pennsylvania	Union	44947
Pennsylvania	Venango	54984
Pennsylvania	Warren	41815
Pennsylvania	Washington	207820
Pennsylvania	Wayne	52822
Pennsylvania	Westmoreland	365169
Pennsylvania	Wyoming	28276
Pennsylvania	York	434972
Rhode Island	Rhode Island	1052567
Rhode Island	Bristol	49875
Rhode Island	Kent	166158
Rhode Island	Newport	82888
Rhode Island	Providence	626667
Rhode Island	Washington	126979
South Carolina	South Carolina	4625364
South Carolina	Abbeville	25417
South Carolina	Aiken	160099
South Carolina	Allendale	10419
South Carolina	Anderson	187126
South Carolina	Bamberg	15987
South Carolina	Barnwell	22621
South Carolina	Beaufort	162233
South Carolina	Berkeley	177843
South Carolina	Calhoun	15175
South Carolina	Charleston	350209
South Carolina	Cherokee	55342
South Carolina	Chester	33140
South Carolina	Chesterfield	46734
South Carolina	Clarendon	34971
South Carolina	Colleton	38892
South Carolina	Darlington	68681
South Carolina	Dillon	32062
South Carolina	Dorchester	136555
South Carolina	Edgefield	26985
South Carolina	Fairfield	23956
South Carolina	Florence	136885
South Carolina	Georgetown	60158
South Carolina	Greenville	451225
South Carolina	Greenwood	69661
South Carolina	Hampton	21090
South Carolina	Horry	269291
South Carolina	Jasper	24777
South Carolina	Kershaw	61697
South Carolina	Lancaster	76652
South Carolina	Laurens	66537
South Carolina	Lee	19220
South Carolina	Lexington	262391
South Carolina	McCormick	10233
South Carolina	Marion	33062
South Carolina	Marlboro	28933
South Carolina	Newberry	37508
South Carolina	Oconee	74273
South Carolina	Orangeburg	92501
South Carolina	Pickens	119224
South Carolina	Richland	384504
South Carolina	Saluda	19875
South Carolina	Spartanburg	284307
South Carolina	Sumter	107456
South Carolina	Union	28961
South Carolina	Williamsburg	34423
South Carolina	York	226073
South Dakota	South Dakota	814180
South Dakota	Aurora	2710
South Dakota	Beadle	17398
South Dakota	Bennett	3431
South Dakota	Bon Homme	7070
South Dakota	Brookings	31965
South Dakota	Brown	36531
South Dakota	Brule	5255
South Dakota	Buffalo	1912
South Dakota	Butte	10110
South Dakota	Campbell	1466
South Dakota	Charles Mix	9129
South Dakota	Clark	3691
South Dakota	Clay	13864
South Dakota	Codington	27227
South Dakota	Corson	4050
South Dakota	Custer	8216
South Dakota	Davison	19504
South Dakota	Day	5710
South Dakota	Deuel	4364
South Dakota	Dewey	5301
South Dakota	Douglas	3002
South Dakota	Edmunds	4071
South Dakota	Fall River	7094
South Dakota	Faulk	2364
South Dakota	Grant	7356
South Dakota	Gregory	4271
South Dakota	Haakon	1937
South Dakota	Hamlin	5903
South Dakota	Hand	3431
South Dakota	Hanson	3331
South Dakota	Harding	1255
South Dakota	Hughes	17022
South Dakota	Hutchinson	7343
South Dakota	Hyde	1420
South Dakota	Jackson	3031
South Dakota	Jerauld	2071
South Dakota	Jones	1006
South Dakota	Kingsbury	5148
South Dakota	Lake	11200
South Dakota	Lawrence	24097
South Dakota	Lincoln	44828
South Dakota	Lyman	3755
South Dakota	McCook	5618
South Dakota	McPherson	2459
South Dakota	Marshall	4656
South Dakota	Meade	25434
South Dakota	Mellette	2048
South Dakota	Miner	2389
South Dakota	Minnehaha	169468
South Dakota	Moody	6486
South Dakota	Oglala Lakota	13586
South Dakota	Pennington	100948
South Dakota	Perkins	2982
South Dakota	Potter	2329
South Dakota	Roberts	10149
South Dakota	Sanborn	2355
South Dakota	Spink	6415
South Dakota	Stanley	2966
South Dakota	Sully	1373
South Dakota	Todd	9612
South Dakota	Tripp	5644
South Dakota	Turner	8347
South Dakota	Union	14399
South Dakota	Walworth	5438
South Dakota	Yankton	22438
South Dakota	Ziebach	2801
Tennessee	Tennessee	6346105
Tennessee	Anderson	75129
Tennessee	Bedford	45058
Tennessee	Benton	16489
Tennessee	Bledsoe	12876
Tennessee	Blount	123010
Tennessee	Bradley	98963
Tennessee	Campbell	40716
Tennessee	Cannon	13801
Tennessee	Carroll	28522
Tennessee	Carter	57424
Tennessee	Cheatham	39105
Tennessee	Chester	17131
Tennessee	Claiborne	32213
Tennessee	Clay	7861
Tennessee	Cocke	35662
Tennessee	Coffee	52796
Tennessee	Crockett	14586
Tennessee	Cumberland	56053
Tennessee	Davidson	626681
Tennessee	Decatur	11757
Tennessee	DeKalb	18723
Tennessee	Dickson	49666
Tennessee	Dyer	38335
Tennessee	Fayette	38413
Tennessee	Fentress	17959
Tennessee	Franklin	41052
Tennessee	Gibson	49683
Tennessee	Giles	29485
Tennessee	Grainger	22657
Tennessee	Greene	68831
Tennessee	Grundy	13703
Tennessee	Hamblen	62544
Tennessee	Hamilton	336463
Tennessee	Hancock	6819
Tennessee	Hardeman	27253
Tennessee	Hardin	26026
Tennessee	Hawkins	56833
Tennessee	Haywood	18787
Tennessee	Henderson	27769
Tennessee	Henry	32330
Tennessee	Hickman	24690
Tennessee	Houston	8426
Tennessee	Humphreys	18538
Tennessee	Jackson	11638
Tennessee	Jefferson	51407
Tennessee	Johnson	18244
Tennessee	Knox	432226
Tennessee	Lake	7832
Tennessee	Lauderdale	27815
Tennessee	Lawrence	41869
Tennessee	Lewis	12161
Tennessee	Lincoln	33361
Tennessee	Loudon	48556
Tennessee	McMinn	52266
Tennessee	McNairy	26075
Tennessee	Macon	22248
Tennessee	Madison	98294
Tennessee	Marion	28237
Tennessee	Marshall	30617
Tennessee	Maury	80956
Tennessee	Meigs	11753
Tennessee	Monroe	44519
Tennessee	Montgomery	172331
Tennessee	Moore	6362
Tennessee	Morgan	21987
Tennessee	Obion	31807
Tennessee	Overton	22083
Tennessee	Perry	7915
Tennessee	Pickett	5077
Tennessee	Polk	16825
Tennessee	Putnam	72321
Tennessee	Rhea	31809
Tennessee	Roane	54181
Tennessee	Robertson	66283
Tennessee	Rutherford	262604
Tennessee	Scott	22228
Tennessee	Sequatchie	14112
Tennessee	Sevier	89889
Tennessee	Shelby	927644
Tennessee	Smith	19166
Tennessee	Stewart	13324
Tennessee	Sullivan	156823
Tennessee	Sumner	160645
Tennessee	Tipton	61081
Tennessee	Trousdale	7870
Tennessee	Unicoi	18313
Tennessee	Union	19109
Tennessee	Van Buren	5548
Tennessee	Warren	39839
Tennessee	Washington	122979
Tennessee	Wayne	17021
Tennessee	Weakley	35021
Tennessee	White	25841
Tennessee	Williamson	183182
Tennessee	Wilson	113993
Texas	Texas	25145561
Texas	Anderson	58458
Texas	Andrews	14786
Texas	Angelina	86771
Texas	Aransas	23158
Texas	Archer	9054
Texas	Armstrong	1901
Texas	Atascosa	44911
Texas	Austin	28417
Texas	Bailey	7165
Texas	Bandera	20485
Texas	Bastrop	74171
Texas	Baylor	3726
Texas	Bee	31861
Texas	Bell	310235
Texas	Bexar	1714773
Texas	Blanco	10497
Texas	Borden	641
Texas	Bosque	18212
Texas	Bowie	92565
Texas	Brazoria	313166
Texas	Brazos	194851
Texas	Brewster	9232
Texas	Briscoe	1637
Texas	Brooks	7223
Texas	Brown	38106
Texas	Burleson	17187
Texas	Burnet	42750
Texas	Caldwell	38066
Texas	Calhoun	21381
Texas	Callahan	13544
Texas	Cameron	406220
Texas	Camp	12401
Texas	Carson	6182
Texas	Cass	30464
Texas	Castro	8062
Texas	Chambers	35096
Texas	Cherokee	50845
Texas	Childress	7041
Texas	Clay	10752
Texas	Cochran	3127
Texas	Coke	3320
Texas	Coleman	8895
Texas	Collin	782341
Texas	Collingsworth	3057
Texas	Colorado	20874
Texas	Comal	108472
Texas	Comanche	13974
Texas	Concho	4087
Texas	Cooke	38437
Texas	Coryell	75388
Texas	Cottle	1505
Texas	Crane	4375
Texas	Crockett	3719
Texas	Crosby	6059
Texas	Culberson	2398
Texas	Dallam	6703
Texas	Dallas	2368139
Texas	Dawson	13833
Texas	Deaf Smith	19372
Texas	Delta	5231
Texas	Denton	662614
Texas	DeWitt	20097
Texas	Dickens	2444
Texas	Dimmit	9996
Texas	Donley	3677
Texas	Duval	11782
Texas	Eastland	18583
Texas	Ector	137130
Texas	Edwards	2002
Texas	Ellis	149610
Texas	El Paso	800647
Texas	Erath	37890
Texas	Falls	17866
Texas	Fannin	33915
Texas	Fayette	24554
Texas	Fisher	3974
Texas	Floyd	6446
Texas	Foard	1336
Texas	Fort Bend	585375
Texas	Franklin	10605
Texas	Freestone	19816
Texas	Frio	17217
Texas	Gaines	17526
Texas	Galveston	291309
Texas	Garza	6461
Texas	Gillespie	24837
Texas	Glasscock	1226
Texas	Goliad	7210
Texas	Gonzales	19807
Texas	Gray	22535
Texas	Grayson	120877
Texas	Gregg	121730
Texas	Grimes	26604
Texas	Guadalupe	131533
Texas	Hale	36273
Texas	Hall	3353
Texas	Hamilton	8517
Texas	Hansford	5613
Texas	Hardeman	4139
Texas	Hardin	54635
Texas	Harris	4092459
Texas	Harrison	65631
Texas	Hartley	6062
Texas	Haskell	5899
Texas	Hays	157107
Texas	Hemphill	3807
Texas	Henderson	78532
Texas	Hidalgo	774769
Texas	Hill	35089
Texas	Hockley	22935
Texas	Hood	51182
Texas	Hopkins	35161
Texas	Houston	23732
Texas	Howard	35012
Texas	Hudspeth	3476
Texas	Hunt	86129
Texas	Hutchinson	22150
Texas	Irion	1599
Texas	Jack	9044
Texas	Jackson	14075
Texas	Jasper	35710
Texas	Jeff Davis	2342
Texas	Jefferson	252273
Texas	Jim Hogg	5300
Texas	Jim Wells	40838
Texas	Johnson	150934
Texas	Jones	20202
Texas	Karnes	14824
Texas	Kaufman	103350
Texas	Kendall	33410
Texas	Kenedy	416
Texas	Kent	808
Texas	Kerr	49625
Texas	Kimble	4607
Texas	King	286
Texas	Kinney	3598
Texas	Kleberg	32061
Texas	Knox	3719
Texas	Lamar	49793
Texas	Lamb	13977
Texas	Lampasas	19677
Texas	La Salle	6886
Texas	Lavaca	19263
Texas	Lee	16612
Texas	Leon	16801
Texas	Liberty	75643
Texas	Limestone	23384
Texas	Lipscomb	3302
Texas	Live Oak	11531
Texas	Llano	19301
Texas	Loving	82
Texas	Lubbock	278831
Texas	Lynn	5915
Texas	McCulloch	8283
Texas	McLennan	234906
Texas	McMullen	707
Texas	Madison	13664
Texas	Marion	10546
Texas	Martin	4799
Texas	Mason	4012
Texas	Matagorda	36702
Texas	Maverick	54258
Texas	Medina	46006
Texas	Menard	2242
Texas	Midland	136872
Texas	Milam	24757
Texas	Mills	4936
Texas	Mitchell	9403
Texas	Montague	19719
Texas	Montgomery	455746
Texas	Moore	21904
Texas	Morris	12934
Texas	Motley	1210
Texas	Nacogdoches	64524
Texas	Navarro	47735
Texas	Newton	14445
Texas	Nolan	15216
Texas	Nueces	340223
Texas	Ochiltree	10223
Texas	Oldham	2052
Texas	Orange	81837
Texas	Palo Pinto	28111
Texas	Panola	23796
Texas	Parker	116927
Texas	Parmer	10269
Texas	Pecos	15507
Texas	Polk	45413
Texas	Potter	121073
Texas	Presidio	7818
Texas	Rains	10914
Texas	Randall	120725
Texas	Reagan	3367
Texas	Real	3309
Texas	Red River	12860
Texas	Reeves	13783
Texas	Refugio	7383
Texas	Roberts	929
Texas	Robertson	16622
Texas	Rockwall	78337
Texas	Runnels	10501
Texas	Rusk	53330
Texas	Sabine	10834
Texas	San Augustine	8865
Texas	San Jacinto	26384
Texas	San Patricio	64804
Texas	San Saba	6131
Texas	Schleicher	3461
Texas	Scurry	16921
Texas	Shackelford	3378
Texas	Shelby	25448
Texas	Sherman	3034
Texas	Smith	209714
Texas	Somervell	8490
Texas	Starr	60968
Texas	Stephens	9630
Texas	Sterling	1143
Texas	Stonewall	1490
Texas	Sutton	4128
Texas	Swisher	7854
Texas	Tarrant	1809034
Texas	Taylor	131506
Texas	Terrell	984
Texas	Terry	12651
Texas	Throckmorton	1641
Texas	Titus	32334
Texas	Tom Green	110224
Texas	Travis	1024266
Texas	Trinity	14585
Texas	Tyler	21766
Texas	Upshur	39309
Texas	Upton	3355
Texas	Uvalde	26405
Texas	Val Verde	48879
Texas	Van Zandt	52579
Texas	Victoria	86793
Texas	Walker	67861
Texas	Waller	43205
Texas	Ward	10658
Texas	Washington	33718
Texas	Webb	250304
Texas	Wharton	41280
Texas	Wheeler	5410
Texas	Wichita	131500
Texas	Wilbarger	13535
Texas	Willacy	22134
Texas	Williamson	422679
Texas	Wilson	42918
Texas	Winkler	7110
Texas	Wise	59127
Texas	Wood	41964
Texas	Yoakum	7879
Texas	Young	18550
Texas	Zapata	14018
Texas	Zavala	11677
Utah	Utah	2763885
Utah	Beaver	6629
Utah	Box Elder	49975
Utah	Cache	112656
Utah	Carbon	21403
Utah	Daggett	1059
Utah	Davis	306479
Utah	Duchesne	18607
Utah	Emery	10976
Utah	Garfield	5172
Utah	Grand	9225
Utah	Iron	46163
Utah	Juab	10246
Utah	Kane	7125
Utah	Millard	12503
Utah	Morgan	9469
Utah	Piute	1556
Utah	Rich	2264
Utah	Salt Lake	1029655
Utah	San Juan	14746
Utah	Sanpete	27822
Utah	Sevier	20802
Utah	Summit	36324
Utah	Tooele	58218
Utah	Uintah	32588
Utah	Utah	516564
Utah	Wasatch	23530
Utah	Washington	138115
Utah	Wayne	2778
Utah	Weber	231236
Vermont	Vermont	625741
Vermont	Addison	36821
Vermont	Bennington	37125
Vermont	Caledonia	31227
Vermont	Chittenden	156545
Vermont	Essex	6306
Vermont	Franklin	47746
Vermont	Grand Isle	6970
Vermont	Lamoille	24475
Vermont	Orange	28936
Vermont	Orleans	27231
Vermont	Rutland	61642
Vermont	Washington	59534
Vermont	Windham	44513
Vermont	Windsor	56670
Virginia	Virginia	8001024
Virginia	Accomack	33164
Virginia	Albemarle	98970
Virginia	Alleghany	16250
Virginia	Amelia	12690
Virginia	Amherst	32353
Virginia	Appomattox	14973
Virginia	Arlington	207627
Virginia	Augusta	73750
Virginia	Bath	4731
Virginia	Bedford	68676
Virginia	Bland	6824
Virginia	Botetourt	33148
Virginia	Brunswick	17434
Virginia	Buchanan	24098
Virginia	Buckingham	17146
Virginia	Campbell	54842
Virginia	Caroline	28545
Virginia	Carroll	30042
Virginia	Charles City	7256
Virginia	Charlotte	12586
Virginia	Chesterfield	316236
Virginia	Clarke	14034
Virginia	Craig	5190
Virginia	Culpeper	46689
Virginia	Cumberland	10052
Virginia	Dickenson	15903
Virginia	Dinwiddie	28001
Virginia	Essex	11151
Virginia	Fairfax	1081726
Virginia	Fauquier	65203
Virginia	Floyd	15279
Virginia	Fluvanna	25691
Virginia	Franklin	56159
Virginia	Frederick	78305
Virginia	Giles	17286
Virginia	Gloucester	36858
Virginia	Goochland	21717
Virginia	Grayson	15533
Virginia	Greene	18403
Virginia	Greensville	12243
Virginia	Halifax	36241
Virginia	Hanover	99863
Virginia	Henrico	306935
Virginia	Henry	54151
Virginia	Highland	2321
Virginia	Isle of Wight	35270
Virginia	James City	67009
Virginia	King and Queen	6945
Virginia	King George	23584
Virginia	King William	15935
Virginia	Lancaster	11391
Virginia	Lee	25587
Virginia	Loudoun	312311
Virginia	Louisa	33153
Virginia	Lunenburg	12914
Virginia	Madison	13308
Virginia	Mathews	8978
Virginia	Mecklenburg	32727
Virginia	Middlesex	10959
Virginia	Montgomery	94392
Virginia	Nelson	15020
Virginia	New Kent	18429
Virginia	Northampton	12389
Virginia	Northumberland	12330
Virginia	Nottoway	15853
Virginia	Orange	33481
Virginia	Page	24042
Virginia	Patrick	18490
Virginia	Pittsylvania	63506
Virginia	Powhatan	28046
Virginia	Prince Edward	23368
Virginia	Prince George	35725
Virginia	Prince William	402002
Virginia	Pulaski	34872
Virginia	Rappahannock	7373
Virginia	Richmond	9254
Virginia	Roanoke	92376
Virginia	Rockbridge	22307
Virginia	Rockingham	76314
Virginia	Russell	28897
Virginia	Scott	23177
Virginia	Shenandoah	41993
Virginia	Smyth	32208
Virginia	Southampton	18570
Virginia	Spotsylvania	122397
Virginia	Stafford	128961
Virginia	Surry	7058
Virginia	Sussex	12087
Virginia	Tazewell	45078
Virginia	Warren	37575
Virginia	Washington	54876
Virginia	Westmoreland	17454
Virginia	Wise	41452
Virginia	Wythe	29235
Virginia	York	65464
Virginia	Alexandria city	139966
Virginia	Bristol city	17835
Virginia	Buena Vista city	6650
Virginia	Charlottesville city	43475
Virginia	Chesapeake city	222209
Virginia	Colonial Heights city	17411
Virginia	Covington city	5961
Virginia	Danville city	43055
Virginia	Emporia city	5927
Virginia	Fairfax city	22565
Virginia	Falls Church city	12332
Virginia	Franklin city	8582
Virginia	Fredericksburg city	24286
Virginia	Galax city	7042
Virginia	Hampton city	137436
Virginia	Harrisonburg city	48914
Virginia	Hopewell city	22591
Virginia	Lexington city	7042
Virginia	Lynchburg city	75568
Virginia	Manassas city	37821
Virginia	Manassas Park city	14273
Virginia	Martinsville city	13821
Virginia	Newport News city	180719
Virginia	Norfolk city	242803
Virginia	Norton city	3958
Virginia	Petersburg city	32420
Virginia	Poquoson city	12150
Virginia	Portsmouth city	95535
Virginia	Radford city	16408
Virginia	Richmond city	204214
Virginia	Roanoke city	97032
Virginia	Salem city	24802
Virginia	Staunton city	23746
Virginia	Suffolk city	84585
Virginia	Virginia Beach city	437994
Virginia	Waynesboro city	21006
Virginia	Williamsburg city	14068
Virginia	Winchester city	26203
Washington	Washington	6724540
Washington	Adams	18728
Washington	Asotin	21623
Washington	Benton	175177
Washington	Chelan	72453
Washington	Clallam	71404
Washington	Clark	425363
Washington	Columbia	4078
Washington	Cowlitz	102410
Washington	Douglas	38431
Washington	Ferry	7551
Washington	Franklin	78163
Washington	Garfield	2266
Washington	Grant	89120
Washington	Grays Harbor	72797
Washington	Island	78506
Washington	Jefferson	29872
Washington	King	1931249
Washington	Kitsap	251133
Washington	Kittitas	40915
Washington	Klickitat	20318
Washington	Lewis	75455
Washington	Lincoln	10570
Washington	Mason	60699
Washington	Okanogan	41120
Washington	Pacific	20920
Washington	Pend Oreille	13001
Washington	Pierce	795225
Washington	San Juan	15769
Washington	Skagit	116901
Washington	Skamania	11066
Washington	Snohomish	713335
Washington	Spokane	471221
Washington	Stevens	43531
Washington	Thurston	252264
Washington	Wahkiakum	3978
Washington	Walla Walla	58781
Washington	Whatcom	201140
Washington	Whitman	44776
Washington	Yakima	243231
West Virginia	West Virginia	1852994
West Virginia	Barbour	16589
West Virginia	Berkeley	104169
West Virginia	Boone	24629
West Virginia	Braxton	14523
West Virginia	Brooke	24069
West Virginia	Cabell	96319
West Virginia	Calhoun	7627
West Virginia	Clay	9386
West Virginia	Doddridge	8202
West Virginia	Fayette	46039
West Virginia	Gilmer	8693
West Virginia	Grant	11937
West Virginia	Greenbrier	35480
West Virginia	Hampshire	23964
West Virginia	Hancock	30676
West Virginia	Hardy	14025
West Virginia	Harrison	69099
West Virginia	Jackson	29211
West Virginia	Jefferson	53498
West Virginia	Kanawha	193063
West Virginia	Lewis	16372
West Virginia	Lincoln	21720
West Virginia	Logan	36743
West Virginia	McDowell	22113
West Virginia	Marion	56418
West Virginia	Marshall	33107
West Virginia	Mason	27324
West Virginia	Mercer	62264
West Virginia	Mineral	28212
West Virginia	Mingo	26839
West Virginia	Monongalia	96189
West Virginia	Monroe	13502
West Virginia	Morgan	17541
West Virginia	Nicholas	26233
West Virginia	Ohio	44443
West Virginia	Pendleton	7695
West Virginia	Pleasants	7605
West Virginia	Pocahontas	8719
West Virginia	Preston	33520
West Virginia	Putnam	55486
West Virginia	Raleigh	78859
West Virginia	Randolph	29405
West Virginia	Ritchie	10449
West Virginia	Roane	14926
West Virginia	Summers	13927
West Virginia	Taylor	16895
West Virginia	Tucker	7141
West Virginia	Tyler	9208
West Virginia	Upshur	24254
West Virginia	Wayne	42481
West Virginia	Webster	9154
West Virginia	Wetzel	16583
West Virginia	Wirt	5717
West Virginia	Wood	86956
West Virginia	Wyoming	23796
Wisconsin	Wisconsin	5686986
Wisconsin	Adams	20875
Wisconsin	Ashland	16157
Wisconsin	Barron	45870
Wisconsin	Bayfield	15014
Wisconsin	Brown	248007
Wisconsin	Buffalo	13587
Wisconsin	Burnett	15457
Wisconsin	Calumet	48971
Wisconsin	Chippewa	62415
Wisconsin	Clark	34690
Wisconsin	Columbia	56833
Wisconsin	Crawford	16644
Wisconsin	Dane	488073
Wisconsin	Dodge	88759
Wisconsin	Door	27785
Wisconsin	Douglas	44159
Wisconsin	Dunn	43857
Wisconsin	Eau Claire	98736
Wisconsin	Florence	4423
